[rosmaster.main][INFO] 2023-04-22 14:37:34,346: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-04-22 14:37:34,347: Starting ROS Master Node
[rosmaster.master][INFO] 2023-04-22 14:37:48,082: +PUB [/magnetic_field] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:50,616: +PUB [/tf] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:50,630: +SUB [/cmd_vel] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:50,648: +SUB [/sound] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:50,662: +SUB [/motor_power] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:50,677: +SUB [/reset] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,840: -SUB [/sound] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,841: -SUB [/motor_power] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,842: -SUB [/cmd_vel] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,842: -SUB [/reset] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,843: -PUB [/firmware_version] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,843: -PUB [/battery_state] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,844: -PUB [/joint_states] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,844: -PUB [/rosout] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,845: -PUB [/tf] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,845: -PUB [/cmd_vel_rc100] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,846: -PUB [/imu] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,846: -PUB [/odom] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,847: -PUB [/diagnostics] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,847: -PUB [/sensor_state] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,848: -PUB [/magnetic_field] /turtlebot3_core http://localhost:44877/
[rosmaster.master][INFO] 2023-04-22 14:37:54,848: -SERVICE [/turtlebot3_core/set_logger_level] /turtlebot3_core rosrpc://localhost:36853
[rosmaster.master][INFO] 2023-04-22 14:37:54,849: -SERVICE [/turtlebot3_core/get_loggers] /turtlebot3_core rosrpc://localhost:36853
[rosmaster.master][INFO] 2023-04-22 14:37:54,887: publisherUpdate[/rosout] -> http://localhost:43019/ []
[rosmaster.master][INFO] 2023-04-22 14:37:54,889: publisherUpdate[/rosout] -> http://localhost:43019/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:40:01,330: +PARAM [/roslaunch/uris/host_localhost__46279] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:40:01,343: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:40:01,343: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:40:01,344: +PARAM [/turtlebot3_core/port] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:40:01,344: +PARAM [/turtlebot3_core/tf_prefix] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:40:02,560: +PUB [/rosout] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:02,573: +SERVICE [/turtlebot3_core/get_loggers] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:02,579: +SERVICE [/turtlebot3_core/set_logger_level] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:02,582: +PUB [/rosout] /op_receiver http://localhost:38521/
[rosmaster.master][INFO] 2023-04-22 14:40:02,604: +SERVICE [/op_receiver/get_loggers] /op_receiver http://localhost:38521/
[rosmaster.master][INFO] 2023-04-22 14:40:02,615: +SERVICE [/op_receiver/set_logger_level] /op_receiver http://localhost:38521/
[rosmaster.master][INFO] 2023-04-22 14:40:02,623: +PUB [/diagnostics] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:02,627: -PUB [/rosout] /op_receiver http://localhost:38521/
[rosmaster.master][INFO] 2023-04-22 14:40:02,628: -SERVICE [/op_receiver/set_logger_level] /op_receiver rosrpc://localhost:37883
[rosmaster.master][INFO] 2023-04-22 14:40:02,629: -SERVICE [/op_receiver/get_loggers] /op_receiver rosrpc://localhost:37883
[rosmaster.master][INFO] 2023-04-22 14:40:02,634: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36395/']
[rosmaster.master][INFO] 2023-04-22 14:40:02,637: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36395/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:40:02,638: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36395/', 'http://localhost:38521/']
[rosmaster.master][INFO] 2023-04-22 14:40:02,640: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36395/', 'http://localhost:38521/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:40:02,641: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36395/']
[rosmaster.master][INFO] 2023-04-22 14:40:02,643: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36395/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:40:04,756: +PUB [/sensor_state] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:04,777: +PUB [/firmware_version] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:04,838: +PUB [/imu] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:04,848: +PUB [/cmd_vel_rc100] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:04,867: +PUB [/odom] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:04,877: +PUB [/joint_states] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:04,887: +PUB [/battery_state] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:04,897: +PUB [/magnetic_field] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:07,372: +PUB [/tf] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:07,387: +SUB [/cmd_vel] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:07,404: +SUB [/sound] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:07,419: +SUB [/motor_power] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:07,434: +SUB [/reset] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,389: -SUB [/sound] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,390: -SUB [/motor_power] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,390: -SUB [/cmd_vel] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,390: -SUB [/reset] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,391: -PUB [/firmware_version] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,391: -PUB [/battery_state] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,392: -PUB [/joint_states] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,392: -PUB [/rosout] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,393: -PUB [/tf] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,394: -PUB [/cmd_vel_rc100] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,394: -PUB [/imu] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,394: -PUB [/odom] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,395: -PUB [/diagnostics] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,395: -PUB [/sensor_state] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,396: -PUB [/magnetic_field] /turtlebot3_core http://localhost:36395/
[rosmaster.master][INFO] 2023-04-22 14:40:23,396: -SERVICE [/turtlebot3_core/set_logger_level] /turtlebot3_core rosrpc://localhost:33287
[rosmaster.master][INFO] 2023-04-22 14:40:23,397: -SERVICE [/turtlebot3_core/get_loggers] /turtlebot3_core rosrpc://localhost:33287
[rosmaster.master][INFO] 2023-04-22 14:40:23,470: publisherUpdate[/rosout] -> http://localhost:43019/ []
[rosmaster.master][INFO] 2023-04-22 14:40:23,473: publisherUpdate[/rosout] -> http://localhost:43019/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:46:00,141: +PARAM [/roslaunch/uris/host_localhost__34277] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:46:00,154: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:46:00,154: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:46:00,155: +PARAM [/turtlebot3_core/port] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:46:00,155: +PARAM [/turtlebot3_core/tf_prefix] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:46:01,497: +PUB [/rosout] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:01,510: +SERVICE [/turtlebot3_core/get_loggers] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:01,516: +SERVICE [/turtlebot3_core/set_logger_level] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:01,548: +PUB [/diagnostics] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:01,554: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:37825/']
[rosmaster.master][INFO] 2023-04-22 14:46:01,557: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:37825/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:46:01,585: +PUB [/rosout] /op_receiver http://localhost:34687/
[rosmaster.master][INFO] 2023-04-22 14:46:01,598: +SERVICE [/op_receiver/get_loggers] /op_receiver http://localhost:34687/
[rosmaster.master][INFO] 2023-04-22 14:46:01,604: +SERVICE [/op_receiver/set_logger_level] /op_receiver http://localhost:34687/
[rosmaster.master][INFO] 2023-04-22 14:46:01,654: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:37825/', 'http://localhost:34687/']
[rosmaster.master][INFO] 2023-04-22 14:46:01,657: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:37825/', 'http://localhost:34687/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:46:03,675: +PUB [/sensor_state] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:03,697: +PUB [/firmware_version] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:03,778: +PUB [/imu] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:03,791: +PUB [/cmd_vel_rc100] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:03,810: +PUB [/odom] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:03,820: +PUB [/joint_states] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:03,830: +PUB [/battery_state] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:03,840: +PUB [/magnetic_field] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:06,386: +PUB [/tf] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:06,400: +SUB [/cmd_vel] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:06,417: +SUB [/sound] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:06,432: +SUB [/motor_power] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:46:06,448: +SUB [/reset] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,457: -PUB [/rosout] /op_receiver http://localhost:34687/
[rosmaster.master][INFO] 2023-04-22 14:56:32,463: -SERVICE [/op_receiver/set_logger_level] /op_receiver rosrpc://localhost:45621
[rosmaster.master][INFO] 2023-04-22 14:56:32,465: -SERVICE [/op_receiver/get_loggers] /op_receiver rosrpc://localhost:45621
[rosmaster.master][INFO] 2023-04-22 14:56:32,497: -SUB [/sound] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,499: -SUB [/motor_power] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,501: -SUB [/cmd_vel] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,502: -SUB [/reset] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,503: -PUB [/firmware_version] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,505: -PUB [/battery_state] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,506: -PUB [/joint_states] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,507: -PUB [/rosout] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,509: -PUB [/tf] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,510: -PUB [/cmd_vel_rc100] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,510: -PUB [/imu] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,511: -PUB [/odom] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,511: -PUB [/diagnostics] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,512: -PUB [/sensor_state] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,512: -PUB [/magnetic_field] /turtlebot3_core http://localhost:37825/
[rosmaster.master][INFO] 2023-04-22 14:56:32,513: -SERVICE [/turtlebot3_core/set_logger_level] /turtlebot3_core rosrpc://localhost:32941
[rosmaster.master][INFO] 2023-04-22 14:56:32,513: -SERVICE [/turtlebot3_core/get_loggers] /turtlebot3_core rosrpc://localhost:32941
[rosmaster.master][INFO] 2023-04-22 14:56:32,530: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:37825/']
[rosmaster.master][INFO] 2023-04-22 14:56:32,533: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:37825/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:56:32,534: publisherUpdate[/rosout] -> http://localhost:43019/ []
[rosmaster.master][INFO] 2023-04-22 14:56:32,536: publisherUpdate[/rosout] -> http://localhost:43019/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:58:04,565: +PARAM [/roslaunch/uris/host_localhost__45593] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:58:04,577: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:58:04,578: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:58:04,579: +PARAM [/turtlebot3_core/port] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:58:04,579: +PARAM [/turtlebot3_core/tf_prefix] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 14:58:05,792: +PUB [/rosout] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:05,805: +SERVICE [/turtlebot3_core/get_loggers] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:05,809: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36601/']
[rosmaster.master][INFO] 2023-04-22 14:58:05,812: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36601/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:58:05,815: +SERVICE [/turtlebot3_core/set_logger_level] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:05,818: +PUB [/rosout] /op_receiver http://localhost:36119/
[rosmaster.master][INFO] 2023-04-22 14:58:05,834: +SERVICE [/op_receiver/get_loggers] /op_receiver http://localhost:36119/
[rosmaster.master][INFO] 2023-04-22 14:58:05,840: +SERVICE [/op_receiver/set_logger_level] /op_receiver http://localhost:36119/
[rosmaster.master][INFO] 2023-04-22 14:58:05,855: +PUB [/diagnostics] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:05,910: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36601/', 'http://localhost:36119/']
[rosmaster.master][INFO] 2023-04-22 14:58:05,914: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36601/', 'http://localhost:36119/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 14:58:07,983: +PUB [/sensor_state] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:08,005: +PUB [/firmware_version] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:08,084: +PUB [/imu] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:08,096: +PUB [/cmd_vel_rc100] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:08,115: +PUB [/odom] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:08,125: +PUB [/joint_states] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:08,135: +PUB [/battery_state] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:08,145: +PUB [/magnetic_field] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:10,677: +PUB [/tf] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:10,691: +SUB [/cmd_vel] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:10,709: +SUB [/sound] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:10,723: +SUB [/motor_power] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:10,739: +SUB [/reset] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 14:58:55,992: +PUB [/cmd_vel] /op_receiver http://localhost:36119/
[rosmaster.master][INFO] 2023-04-22 14:58:55,995: publisherUpdate[/cmd_vel] -> http://localhost:36601/ ['http://localhost:36119/']
[rosmaster.master][INFO] 2023-04-22 14:58:56,001: publisherUpdate[/cmd_vel] -> http://localhost:36601/ ['http://localhost:36119/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 15:01:57,717: -PUB [/rosout] /op_receiver http://localhost:36119/
[rosmaster.master][INFO] 2023-04-22 15:01:57,718: -PUB [/cmd_vel] /op_receiver http://localhost:36119/
[rosmaster.master][INFO] 2023-04-22 15:01:57,719: -SERVICE [/op_receiver/set_logger_level] /op_receiver rosrpc://localhost:45889
[rosmaster.master][INFO] 2023-04-22 15:01:57,719: -SERVICE [/op_receiver/get_loggers] /op_receiver rosrpc://localhost:45889
[rosmaster.master][INFO] 2023-04-22 15:01:57,810: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36601/']
[rosmaster.master][INFO] 2023-04-22 15:01:57,814: publisherUpdate[/cmd_vel] -> http://localhost:36601/ []
[rosmaster.master][INFO] 2023-04-22 15:01:57,817: publisherUpdate[/rosout] -> http://localhost:43019/ ['http://localhost:36601/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 15:01:57,830: publisherUpdate[/cmd_vel] -> http://localhost:36601/ []: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 15:02:04,004: -SUB [/sound] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,004: -SUB [/motor_power] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,005: -SUB [/cmd_vel] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,005: -SUB [/reset] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,006: -PUB [/firmware_version] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,006: -PUB [/battery_state] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,007: -PUB [/joint_states] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,007: -PUB [/rosout] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,008: -PUB [/tf] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,008: -PUB [/cmd_vel_rc100] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,009: -PUB [/imu] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,009: -PUB [/odom] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,010: -PUB [/diagnostics] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,010: -PUB [/sensor_state] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,011: -PUB [/magnetic_field] /turtlebot3_core http://localhost:36601/
[rosmaster.master][INFO] 2023-04-22 15:02:04,011: -SERVICE [/turtlebot3_core/set_logger_level] /turtlebot3_core rosrpc://localhost:35539
[rosmaster.master][INFO] 2023-04-22 15:02:04,012: -SERVICE [/turtlebot3_core/get_loggers] /turtlebot3_core rosrpc://localhost:35539
[rosmaster.master][INFO] 2023-04-22 15:02:04,025: publisherUpdate[/rosout] -> http://localhost:43019/ []
[rosmaster.master][INFO] 2023-04-22 15:02:04,027: publisherUpdate[/rosout] -> http://localhost:43019/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-22 15:03:36,701: +PARAM [/roslaunch/uris/host_localhost__34557] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 15:03:36,714: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2023-04-22 15:03:36,715: +PARAM [/rosdistro] by /roslaunch
